title,movieId,genres,tmdbId,content
Indiscreet (1958),4798,Comedy|Romance,22874,Comedy Romance
Indochine (1992),2943,Drama|Romance,2731,Drama Romance
Inescapable (2012),105121,Action|Drama|War,121676,Action Drama War
Infamous (2006),48598,Drama,9672,Drama
Infernal Affairs (Mou gaan dou) (2002),7981,Crime|Drama|Thriller,10775,Crime Drama Thriller
Infernal Affairs 2 (Mou gaan dou II) (2003),27802,Action|Crime|Drama|Thriller,11647,Action Crime Drama Thriller
Inferno (1980),3587,Horror,16395,Horror
Inferno (2016),165101,Mystery|Thriller,207932,Mystery Thriller
Infini (2015),133377,Horror|Sci-Fi|Thriller,301728,Horror Sci-Fi Thriller
Infinity (1996),993,Drama,2033,Drama
"Informant!, The (2009)",71211,Comedy|Crime|Drama|Thriller,11323,Comedy Crime Drama Thriller
Inglorious Bastards (Quel maledetto treno blindato) (1978),52319,Action|Adventure|Drama|War,22311,Action Adventure Drama War
Inglourious Basterds (2009),68157,Action|Drama|War,16869,Action Drama War
Inhale (2010),94919,Drama|Thriller,12645,Drama Thriller
Inherent Vice (2014),116799,Comedy|Crime|Drama|Mystery|Romance,171274,Comedy Crime Drama Mystery Romance
Inherit the Wind (1960),3469,Drama,1908,Drama
Inhuman Resources (Redd Inc.) (2012),102984,Horror|Thriller,133463,Horror Thriller
Ink (2009),71468,Action|Fantasy|Sci-Fi,24869,Action Fantasy Sci-Fi
Inkheart (2008),65685,Adventure|Fantasy,2309,Adventure Fantasy
"Inkwell, The (1994)",476,Comedy|Drama,59930,Comedy Drama
Inland Empire (2006),49932,Drama|Mystery|Thriller,1730,Drama Mystery Thriller
Innerspace (1987),4121,Action|Adventure|Comedy|Sci-Fi,2614,Action Adventure Comedy Sci-Fi
"Innkeepers, The (2011)",92309,Horror|Thriller,58428,Horror Thriller
"Innocent Man, An (1989)",4608,Crime|Drama,29185,Crime Drama
Inside (À l'intérieur) (2007),58964,Horror|Thriller,13312,Horror Thriller
Inside Job (2010),80906,Documentary,44639,Documentary
Inside Llewyn Davis (2013),106766,Drama,86829,Drama
Inside Man (2006),44199,Crime|Drama|Thriller,388,Crime Drama Thriller
Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,150540,Adventure Animation Children Comedy Drama Fantasy
"Insider, The (1999)",3006,Drama|Thriller,9008,Drama Thriller
Insidious (2010),85788,Fantasy|Horror|Thriller,49018,Fantasy Horror Thriller
Insidious: Chapter 2 (2013),104908,Horror|Thriller,91586,Horror Thriller
Insidious: Chapter 3 (2015),122884,Fantasy|Horror|Thriller,280092,Fantasy Horror Thriller
Insidious: The Last Key (2018),183295,Horror|Mystery|Thriller,406563,Horror Mystery Thriller
Insomnia (1997),1889,Drama|Mystery|Thriller,26610,Drama Mystery Thriller
Insomnia (2002),5388,Action|Crime|Drama|Mystery|Thriller,320,Action Crime Drama Mystery Thriller
Inspector Gadget (1999),2720,Action|Adventure|Children|Comedy,332,Action Adventure Children Comedy
"Inspector General, The (1949)",963,Musical,40206,Musical
Instinct (1999),2676,Drama|Thriller,12117,Drama Thriller
Insurgent (2015),130490,Action|Sci-Fi|Thriller,262500,Action Sci-Fi Thriller
Intact (Intacto) (2001),5949,Thriller,10856,Thriller
Interiors (1978),3813,Drama,15867,Drama
Intermission (2003),7364,Comedy|Crime|Drama,16941,Comedy Crime Drama
"International, The (2009)",66198,Drama|Thriller,4959,Drama Thriller
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",112334,Documentary,250658,Documentary
"Internship, The (2013)",102481,Comedy,116741,Comedy
"Interpreter, The (2005)",27821,Drama|Thriller,179,Drama Thriller
Interstate 60 (2002),6902,Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,20312,Adventure Comedy Drama Fantasy Mystery Sci-Fi Thriller
Interstellar (2014),109487,Sci-Fi|IMAX,157336,Sci-Fi IMAX
Interview (2007),55205,Drama,8414,Drama
Interview with the Vampire: The Vampire Chronicles (1994),253,Drama|Horror,628,Drama Horror
Intervista (1987),6415,Comedy|Drama,47715,Comedy Drama
Intimate Strangers (Confidences trop intimes) (2004),27768,Drama,21200,Drama
Into Eternity (2010),86279,Documentary,54527,Documentary
Into the Abyss (2011),90943,Documentary,77365,Documentary
Into the Arms of Strangers: Stories of the Kindertransport (2000),4769,Documentary,58062,Documentary
Into the Blue (2005),37853,Action|Adventure|Crime|Thriller,11968,Action Adventure Crime Thriller
Into the Forest (2015),142424,Drama|Sci-Fi,334538,Drama Sci-Fi
Into the Forest of Fireflies' Light (2011),120130,Animation|Drama|Fantasy,92321,Animation Drama Fantasy
Into the Grizzly Maze (2015),143472,Action|Horror|Thriller,244316,Action Horror Thriller
Into the Wild (2007),55247,Action|Adventure|Drama,5915,Action Adventure Drama
Into the Woods (1991),8580,Adventure|Comedy|Fantasy|Musical,23378,Adventure Comedy Fantasy Musical
Into the Woods (2014),118997,Children|Comedy|Fantasy|Musical,224141,Children Comedy Fantasy Musical
Intolerable Cruelty (2003),6873,Comedy|Romance,11775,Comedy Romance
Intolerance: Love's Struggle Throughout the Ages (1916),7243,Drama,3059,Drama
Intouchables (2011),92259,Comedy|Drama,77338,Comedy Drama
Invasion of the Body Snatchers (1956),2664,Horror|Sci-Fi|Thriller,11549,Horror Sci-Fi Thriller
Invasion of the Body Snatchers (1978),7001,Horror|Mystery|Sci-Fi|Thriller,11850,Horror Mystery Sci-Fi Thriller
"Invasion, The (2007)",54771,Action|Drama|Horror|Sci-Fi|Thriller,4858,Action Drama Horror Sci-Fi Thriller
Inventing the Abbotts (1997),1498,Drama|Romance,12723,Drama Romance
"Invention of Lying, The (2009)",71520,Comedy,23082,Comedy
Investigation Held by Kolobki (1986),172583,Animation,213321,Animation
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),8456,Crime|Drama|Thriller,26451,Crime Drama Thriller
Invictus (2009),72733,Drama,22954,Drama
Invincible (2001),5615,Drama,68569,Drama
Invincible (2006),47644,Drama,11652,Drama
"Invincible Iron Man, The (2007)",102007,Animation,13647,Animation
Invincible Shaolin (1978),141400,Action,48297,Action
"Invisible Man Returns, The (1940)",9008,Horror|Sci-Fi,28421,Horror Sci-Fi
"Invisible Man, The (1933)",3932,Horror|Sci-Fi,10787,Horror Sci-Fi
"Invisible, The (2007)",52712,Crime|Drama|Fantasy|Mystery|Thriller,9785,Crime Drama Fantasy Mystery Thriller
Ip Man (2008),65514,Action|Drama|War,14756,Action Drama War
Ip Man 2 (2010),79553,Action,37472,Action
Ip Man 3 (2015),152591,Action,365222,Action
"Ipcress File, The (1965)",2983,Thriller,15247,Thriller
Iris (2001),4976,Drama,11889,Drama
Irma la Douce (1963),3076,Comedy,2690,Comedy
Iron Eagle (1986),2815,Action|War,11037,Action War
Iron Eagle II (1988),2816,Action|War,11955,Action War
Iron Eagle IV (1995),2818,Action|War,28737,Action War
"Iron Giant, The (1999)",2761,Adventure|Animation|Children|Drama|Sci-Fi,10386,Adventure Animation Children Drama Sci-Fi
"Iron Lady, The (2011)",91890,Drama,71688,Drama
Iron Man & Hulk: Heroes United (2013),142056,Action|Adventure|Animation,230896,Action Adventure Animation
Iron Man (1931),167296,Drama,194310,Drama
Iron Man (2008),59315,Action|Adventure|Sci-Fi,1726,Action Adventure Sci-Fi
Iron Man 2 (2010),77561,Action|Adventure|Sci-Fi|Thriller|IMAX,10138,Action Adventure Sci-Fi Thriller IMAX
Iron Man 3 (2013),102125,Action|Sci-Fi|Thriller|IMAX,68721,Action Sci-Fi Thriller IMAX
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),4846,Action|Comedy,12780,Action Comedy
Iron Sky (2012),93805,Action|Comedy|Sci-Fi,10679,Action Comedy Sci-Fi
Iron Soldier (2010),189547,Action|Sci-Fi,111196,Action Sci-Fi
Iron Will (1994),5357,Adventure,24767,Adventure
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",26347,Comedy|Drama|Romance,43430,Comedy Drama Romance
Irrational Man (2015),139415,Crime|Drama,282984,Crime Drama
Irreversible (Irréversible) (2002),6214,Crime|Drama|Mystery|Thriller,979,Crime Drama Mystery Thriller
Ishtar (1987),4123,Comedy,12704,Comedy
"Island of Dr. Moreau, The (1996)",880,Sci-Fi|Thriller,9306,Sci-Fi Thriller
"Island, The (2005)",34319,Action|Sci-Fi|Thriller,1635,Action Sci-Fi Thriller
Isle of Dogs (2018),183897,Animation|Comedy,399174,Animation Comedy
It (1990),26693,Drama|Fantasy|Horror|Mystery|Thriller,2670,Drama Fantasy Horror Mystery Thriller
It (2017),175303,Horror,346364,Horror
It Came from Hollywood (1982),2659,Comedy|Documentary,30168,Comedy Documentary
It Came from Outer Space (1953),2661,Sci-Fi,19483,Sci-Fi
It Can't Be! (1975),141836,Comedy,42275,Comedy
It Comes at Night (2017),170945,Horror|Mystery|Thriller,418078,Horror Mystery Thriller
It Could Happen to You (1994),361,Comedy|Drama|Romance,10660,Comedy Drama Romance
It Follows (2014),121231,Horror,270303,Horror
It Happened One Night (1934),905,Comedy|Romance,3078,Comedy Romance
It Happened on Fifth Avenue (1947),84246,Comedy|Romance,52844,Comedy Romance
It Might Get Loud (2008),70862,Documentary,22492,Documentary
It Runs in the Family (2003),6324,Comedy|Drama,31459,Comedy Drama
It Takes Two (1995),38,Children|Comedy,33689,Children Comedy
It's All Gone Pete Tong (2004),33725,Comedy|Drama|Musical,12109,Comedy Drama Musical
It's Complicated (2009),73015,Comedy|Romance,22897,Comedy Romance
It's Kind of a Funny Story (2010),80693,Comedy|Drama,43923,Comedy Drama
It's My Party (1996),685,Drama,33245,Drama
It's Pat (1994),6827,Comedy,33783,Comedy
It's Such a Beautiful Day (2012),99764,Animation|Comedy|Drama|Fantasy|Sci-Fi,147538,Animation Comedy Drama Fantasy Sci-Fi
It's a Boy Girl Thing (2006),50954,Comedy|Romance,37725,Comedy Romance
"It's a Mad, Mad, Mad, Mad World (1963)",4799,Action|Adventure|Comedy|Crime,11576,Action Adventure Comedy Crime
It's a Very Merry Muppet Christmas Movie (2002),52730,Children|Comedy,13352,Children Comedy
It's a Wonderful Life (1946),953,Children|Drama|Fantasy|Romance,1585,Children Drama Fantasy Romance
"It's the Great Pumpkin, Charlie Brown (1966)",60487,Animation|Children|Comedy,13353,Animation Children Comedy
"Italian Job, The (1969)",6893,Action|Comedy|Crime,10536,Action Comedy Crime
"Italian Job, The (2003)",6378,Action|Crime,9654,Action Crime
Italian for Beginners (Italiensk for begyndere) (2000),5051,Comedy|Drama|Romance,112,Comedy Drama Romance
Itty Bitty Titty Committee (2007),55844,Comedy|Drama|Romance,10520,Comedy Drama Romance
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),102666,Adventure|Comedy,20803,Adventure Comedy
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),32892,Drama|War,31442,Drama War
J. Edgar (2011),90719,Drama,88794,Drama
JCVD (2008),63222,Action|Drama|Thriller,13672,Action Drama Thriller
JFK (1991),3386,Drama|Mystery|Thriller,820,Drama Mystery Thriller
Jabberwocky (1977),4911,Adventure|Comedy|Fantasy,11834,Adventure Comedy Fantasy
Jack (1996),765,Comedy|Drama,7095,Comedy Drama
Jack Frost (1998),2392,Children|Comedy|Drama,9745,Children Comedy Drama
Jack Reacher (2012),99112,Action|Crime|Thriller,75780,Action Crime Thriller
Jack Reacher: Never Go Back (2016),165347,Action|Crime|Drama|Mystery|Thriller,343611,Action Crime Drama Mystery Thriller
Jack Ryan: Shadow Recruit (2014),108188,Action|Drama|Thriller|IMAX,137094,Action Drama Thriller IMAX
Jack Whitehall: At Large (2017),181065,Comedy,479269,Comedy
Jack and Jill (2011),90890,Comedy,71880,Comedy
Jack and Sarah (1995),638,Romance,2021,Romance
Jack the Bear (1993),8043,Comedy|Drama,38749,Comedy Drama
Jack the Giant Slayer (2013),101025,Adventure|Fantasy|IMAX,81005,Adventure Fantasy IMAX
Jack-Jack Attack (2005),95313,Adventure|Animation|Children|Comedy,13932,Adventure Animation Children Comedy
"Jackal, The (1997)",1687,Action|Thriller,4824,Action Thriller
Jackass 2.5 (2007),80139,Comedy|Documentary,14158,Comedy Documentary
Jackass 3.5 (2011),98083,Comedy|Documentary,65851,Comedy Documentary
Jackass 3D (2010),81156,Action|Comedy|Documentary,16290,Action Comedy Documentary
Jackass Number Two (2006),48322,Comedy|Documentary,12094,Comedy Documentary
Jackass Presents: Bad Grandpa (2013),106062,Comedy,208134,Comedy
Jackass: The Movie (2002),5785,Action|Comedy|Documentary,9012,Action Comedy Documentary
"Jacket, The (2005)",27788,Drama|Mystery|Sci-Fi|Thriller,9667,Drama Mystery Sci-Fi Thriller
Jackie Brown (1997),1729,Crime|Drama|Thriller,184,Crime Drama Thriller
Jacob's Ladder (1990),3476,Horror|Mystery,2291,Horror Mystery
Jade (1995),132,Thriller,11863,Thriller
Jagged Edge (1985),3102,Crime|Romance|Thriller,12235,Crime Romance Thriller
Jakob the Liar (1999),2882,Drama,2290,Drama
Jalla! Jalla! (2000),27416,Comedy|Drama|Romance,10978,Comedy Drama Romance
Jamaica Inn (1939),2207,Drama,31995,Drama
James and the Giant Peach (1996),661,Adventure|Animation|Children|Fantasy|Musical,10539,Adventure Animation Children Fantasy Musical
Jane Austen's Mafia! (1998),2027,Comedy|Crime,9835,Comedy Crime
Jane Eyre (1944),6983,Drama|Romance,22744,Drama Romance
Jane Eyre (1970),7190,Drama,131313,Drama
Jane Eyre (1996),613,Drama|Romance,47333,Drama Romance
Jane Eyre (2011),85438,Drama|Romance,38684,Drama Romance
Janie Jones (2010),92674,Drama|Musical,73700,Drama Musical
"January Man, The (1989)",4610,Comedy|Crime|Mystery|Thriller,32059,Comedy Crime Mystery Thriller
Japanese Story (2003),7167,Drama,13433,Drama
Jarhead (2005),40278,Action|Drama|War,25,Action Drama War
Jason Bourne (2016),160438,Action,324668,Action
Jason X (2002),5323,Horror|Sci-Fi|Thriller,11470,Horror Sci-Fi Thriller
Jason and the Argonauts (1963),7757,Action|Adventure|Fantasy,11533,Action Adventure Fantasy
Jason's Lyric (1994),391,Crime|Drama,22067,Crime Drama
Jawbreaker (1999),2500,Comedy,18892,Comedy
Jaws (1975),1387,Action|Horror,578,Action Horror
Jaws 2 (1978),1388,Horror|Thriller,579,Horror Thriller
Jaws 3-D (1983),1389,Action|Horror,17692,Action Horror
Jaws: The Revenge (1987),4124,Horror|Thriller,580,Horror Thriller
Jay and Silent Bob Strike Back (2001),4734,Adventure|Comedy,2294,Adventure Comedy
"Jazz Singer, The (1927)",25757,Drama|Musical|Romance,939,Drama Musical Romance
Jean de Florette (1986),1131,Drama|Mystery,4480,Drama Mystery
Jeepers Creepers (2001),4744,Horror,8922,Horror
Jeepers Creepers 2 (2003),6695,Horror|Thriller,11351,Horror Thriller
Jeff Dunham: All Over the Map (2014),136511,Comedy,300685,Comedy
Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),140561,Comedy|Documentary,343295,Comedy Documentary
Jeff Ross Roasts the Border (2017),190209,Comedy,487541,Comedy
"Jeff, Who Lives at Home (2012)",93512,Comedy|Drama,82532,Comedy Drama
Jefferson in Paris (1995),254,Drama,87729,Drama
Jeffrey (1995),171,Comedy|Drama,17447,Comedy Drama
Jennifer 8 (1992),3557,Mystery|Thriller,10424,Mystery Thriller
Jennifer's Body (2009),71205,Comedy|Horror|Sci-Fi|Thriller,19994,Comedy Horror Sci-Fi Thriller
Jeremiah Johnson (1972),3074,Western,11943,Western
"Jerk, The (1979)",2109,Comedy,6471,Comedy
"Jerky Boys, The (1995)",255,Comedy,18713,Comedy
Jerry Maguire (1996),1393,Drama|Romance,9390,Drama Romance
Jersey Boys (2014),112316,Drama|Musical,209451,Drama Musical
Jersey Girl (2004),7366,Comedy|Drama|Romance,9541,Comedy Drama Romance
Jesus Camp (2006),47999,Documentary|Drama,1776,Documentary Drama
Jesus Christ Superstar (1973),7060,Drama|Musical,12545,Drama Musical
Jesus Christ Vampire Hunter (2001),27595,Action|Comedy|Horror|Musical,16209,Action Comedy Horror Musical
Jesus of Montreal (Jésus de Montréal) (1989),4612,Drama,4486,Drama
Jesus' Son (1999),3747,Drama,25636,Drama
Jet Li's Fearless (Huo Yuan Jia) (2006),46322,Action|Drama,7549,Action Drama
Jetsons: The Movie (1990),116941,Animation|Children|Comedy|Musical|Sci-Fi,17009,Animation Children Comedy Musical Sci-Fi
"Jetée, La (1962)",8477,Romance|Sci-Fi,662,Romance Sci-Fi
"Jewel of the Nile, The (1985)",2405,Action|Adventure|Comedy|Romance,10303,Action Adventure Comedy Romance
Jezebel (1938),7078,Drama,1976,Drama
Jim & Andy: The Great Beyond (2017),180265,Documentary,469019,Documentary
Jim Gaffigan: Cinco (2017),168174,Comedy,432959,Comedy
Jim Jefferies: BARE (2014),128099,Comedy,289333,Comedy
Jim Jefferies: Freedumb (2016),161024,Comedy,404022,Comedy
Jim Jefferies: Fully Functional (EPIX) (2012),100194,Comedy,146837,Comedy
Jim Jefferies: I Swear to God (2009),123200,Comedy,31981,Comedy
Jim Norton: American Degenerate (2013),128097,Comedy,216553,Comedy
Jimi: All Is by My Side (2013),111817,Drama,192133,Drama
Jimmy Carr: Making People Laugh (2010),156783,Comedy,49381,Comedy
Jimmy Carr: Telling Jokes (2009),156781,Comedy,24784,Comedy
Jimmy Hollywood (1994),478,Comedy|Crime|Drama,31643,Comedy Crime Drama
Jimmy Neutron: Boy Genius (2001),4990,Adventure|Animation|Children|Comedy,12589,Adventure Animation Children Comedy
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),8157,Animation|Fantasy|Thriller,823,Animation Fantasy Thriller
Jingle All the Way (1996),1359,Children|Comedy,9279,Children Comedy
Jiro Dreams of Sushi (2011),93721,Documentary,80767,Documentary
Jobs (2013),104303,Drama,115782,Drama
Joe Dirt (2001),4247,Adventure|Comedy|Mystery|Romance,10956,Adventure Comedy Mystery Romance
Joe Dirt 2: Beautiful Loser (2015),138798,Comedy,335970,Comedy
Joe Gould's Secret (2000),3514,Drama,125709,Drama
Joe Rogan: Live (2006),168144,Comedy,24439,Comedy
Joe Rogan: Triggered (2016),165483,Comedy,421854,Comedy
Joe Somebody (2001),4991,Comedy|Drama|Romance,12312,Comedy Drama Romance
Joe Versus the Volcano (1990),5303,Comedy|Romance,2565,Comedy Romance
Joe's Apartment (1996),829,Comedy|Fantasy|Musical,11962,Comedy Fantasy Musical
John Adams (2008),61406,Drama,118309,Drama
John Carter (2012),93363,Action|Adventure|Sci-Fi|IMAX,49529,Action Adventure Sci-Fi IMAX
John Dies at the End (2012),99437,Comedy|Fantasy|Horror,75761,Comedy Fantasy Horror
John From (2015),190213,Drama,364002,Drama
John Mulaney: New In Town (2012),120807,Comedy,86705,Comedy
John Mulaney: The Comeback Kid (2015),148667,Comedy,367735,Comedy
John Q (2002),5108,Crime|Drama|Thriller,8470,Crime Drama Thriller
John Tucker Must Die (2006),47122,Comedy|Romance,9293,Comedy Romance
John Wick (2014),115149,Action|Thriller,245891,Action Thriller
John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,324552,Action Crime Thriller
Johnny Be Good (1988),4516,Comedy,20443,Comedy
Johnny Belinda (1948),8463,Drama,62000,Drama
Johnny Dangerously (1984),5568,Comedy,16806,Comedy
Johnny Eager (1942),8465,Crime|Drama|Film-Noir|Romance,41495,Crime Drama Film-Noir Romance
Johnny English (2003),6550,Action|Comedy|Thriller,9486,Action Comedy Thriller
Johnny English Reborn (2011),90522,Adventure|Comedy|Thriller,58233,Adventure Comedy Thriller
Johnny Express (2014),128991,Animation|Comedy|Sci-Fi,269711,Animation Comedy Sci-Fi
Johnny Handsome (1989),4611,Crime|Drama,505,Crime Drama
Johnny Mnemonic (1995),172,Action|Sci-Fi|Thriller,9886,Action Sci-Fi Thriller
Johnny Stecchino (1991),26732,Comedy,12776,Comedy
Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),27397,Crime|Drama|Mystery|Thriller|War,2440,Crime Drama Mystery Thriller War
"Jolson Story, The (1946)",6911,Musical,31206,Musical
Jon Stewart Has Left the Building (2015),193579,Documentary,360617,Documentary
Jonah Hex (2010),78467,Action|Drama|Thriller|Western,20533,Action Drama Thriller Western
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),3473,Comedy,42237,Comedy
Jonah: A VeggieTales Movie (2002),5629,Animation|Children|Musical,15173,Animation Children Musical
"Joneses, The (2009)",79946,Comedy|Drama,41479,Comedy Drama
Jonestown: The Life and Death of Peoples Temple (2006),53024,Documentary,36676,Documentary
Josie and the Pussycats (2001),4248,Comedy,19366,Comedy
Journey 2: The Mysterious Island (2012),92681,Action|Adventure|Comedy|Sci-Fi|IMAX,72545,Action Adventure Comedy Sci-Fi IMAX
"Journey of Natty Gann, The (1985)",2077,Adventure|Children,35144,Adventure Children
Journey to the Center of the Earth (1959),6239,Adventure|Children|Sci-Fi,11571,Adventure Children Sci-Fi
Journey to the Center of the Earth (2008),60514,Action|Adventure|Sci-Fi,88751,Action Adventure Sci-Fi
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),100882,Adventure|Comedy|Fantasy|Romance|IMAX,170657,Adventure Comedy Fantasy Romance IMAX
Journeys with George (2002),6965,Documentary,158413,Documentary
Joy (2015),140928,Comedy|Drama,274479,Comedy Drama
"Joy Luck Club, The (1993)",1678,Drama|Romance,19931,Drama Romance
Joy Ride (2001),4821,Adventure|Thriller,10866,Adventure Thriller
Joyeux Noël (Merry Christmas) (2005),40414,Drama|War,11661,Drama War
Joyful Noise (2012),91873,Comedy|Musical,63574,Comedy Musical
Ju Dou (1990),26694,Drama,41821,Drama
Ju-on: The Curse (2000),27667,Horror,32250,Horror
Ju-on: The Grudge (2002),27772,Horror,11838,Horror
Jubilee (1977),6465,Drama,41426,Drama
Judd Apatow: The Return (2017),182749,Comedy,487156,Comedy
Jude (1996),1056,Drama,25147,Drama
Judge Dredd (1995),173,Action|Crime|Sci-Fi,9482,Action Crime Sci-Fi
"Judge, The (2014)",115170,Drama,205587,Drama
Judgment Night (1993),479,Action|Crime|Thriller,6,Action Crime Thriller
Judgment at Nuremberg (1961),6777,Drama,821,Drama
Juice (1992),8593,Action|Crime|Drama|Thriller,16136,Action Crime Drama Thriller
Jules and Jim (Jules et Jim) (1961),2732,Drama|Romance,1628,Drama Romance
Julia (1977),32234,Drama,42222,Drama
Julia (2014),129333,Horror|Thriller,278632,Horror Thriller
Julie & Julia (2009),70293,Comedy|Drama|Romance,24803,Comedy Drama Romance
Julien Donkey-Boy (1999),2964,Drama,42881,Drama
Juliet of the Spirits (Giulietta degli spiriti) (1965),7067,Comedy|Drama|Fantasy|Romance,19120,Comedy Drama Fantasy Romance
Jumanji (1995),2,Adventure|Children|Fantasy,8844,Adventure Children Fantasy
Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,353486,Action Adventure Children
Jump In! (2007),143031,Comedy|Drama|Romance,13968,Comedy Drama Romance
Jump Tomorrow (2001),4451,Comedy|Drama|Romance,25985,Comedy Drama Romance
Jumper (2008),58025,Action|Adventure|Drama|Sci-Fi|Thriller,8247,Action Adventure Drama Sci-Fi Thriller
Jumpin' Jack Flash (1986),2468,Action|Comedy|Romance|Thriller,10945,Action Comedy Romance Thriller
Junebug (2005),34528,Comedy|Drama,1444,Comedy Drama
"Jungle Book 2, The (2003)",6158,Animation|Children,14873,Animation Children
"Jungle Book, The (1967)",2078,Animation|Children|Comedy|Musical,9325,Animation Children Comedy Musical
"Jungle Book, The (1994)",362,Adventure|Children|Romance,10714,Adventure Children Romance
Jungle Fever (1991),3426,Drama|Romance,1713,Drama Romance
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1474,Children|Comedy,9446,Children Comedy
Junior (1994),256,Comedy|Sci-Fi,6280,Comedy Sci-Fi
Junior and Karlson (1968),166183,Adventure|Animation|Children,77304,Adventure Animation Children
Juno (2007),56367,Comedy|Drama|Romance,7326,Comedy Drama Romance
Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,76757,Action Adventure Sci-Fi
Jupiter's Wife (1994),128,Documentary,290157,Documentary
Jurassic Park (1993),480,Action|Adventure|Sci-Fi|Thriller,329,Action Adventure Sci-Fi Thriller
Jurassic Park III (2001),4638,Action|Adventure|Sci-Fi|Thriller,331,Action Adventure Sci-Fi Thriller
Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,135397,Action Adventure Drama Sci-Fi Thriller
Jurassic World: Fallen Kingdom (2018),187031,Action|Adventure|Drama|Sci-Fi|Thriller,351286,Action Adventure Drama Sci-Fi Thriller
"Juror, The (1996)",79,Drama|Thriller,9623,Drama Thriller
Jury Duty (1995),174,Comedy,19326,Comedy
Just Before I Go (2014),133545,Comedy|Drama,258099,Comedy Drama
Just Cause (1995),257,Mystery|Thriller,9061,Mystery Thriller
Just Eat It: A Food Waste Story (2014),144210,Documentary,259985,Documentary
Just Friends (2005),40581,Comedy|Romance,10033,Comedy Romance
Just Go with It (2011),85367,Comedy|Romance,50546,Comedy Romance
Just Jim (2015),148592,Comedy,323656,Comedy
Just Like Heaven (2005),36525,Comedy|Fantasy|Romance,9007,Comedy Fantasy Romance
Just Married (2003),6006,Comedy|Romance,12090,Comedy Romance
Just My Luck (2006),43930,Comedy|Romance,10025,Comedy Romance
Just One of the Guys (1985),7340,Comedy,24548,Comedy
Just Visiting (2001),4240,Comedy|Fantasy,56715,Comedy Fantasy
Justice League (2017),122898,Action|Adventure|Sci-Fi,141052,Action Adventure Sci-Fi
Justice League: Crisis on Two Earths (2010),104419,Action|Animation|Sci-Fi,30061,Action Animation Sci-Fi
Justice League: Doom (2012) ,102084,Action|Animation|Fantasy,76589,Action Animation Fantasy
Justice League: The New Frontier (2008) ,58404,Action|Adventure|Animation|Fantasy|Sci-Fi,14011,Action Adventure Animation Fantasy Sci-Fi
Justin and the Knights of Valour (2013),115065,Adventure|Animation,146381,Adventure Animation
Juwanna Mann (2002),5443,Comedy,35696,Comedy
K-19: The Widowmaker (2002),5479,Action|Adventure|Drama|Thriller,8665,Action Adventure Drama Thriller
K-9 (1989),4613,Action|Comedy|Crime,10345,Action Comedy Crime
K-PAX (2001),4874,Drama|Fantasy|Mystery|Sci-Fi,167,Drama Fantasy Mystery Sci-Fi
Kagemusha (1980),3091,Drama|War,11953,Drama War
Kalifornia (1993),481,Drama|Thriller,10909,Drama Thriller
Kama Sutra: A Tale of Love (1996),1475,Romance,28005,Romance
Kandahar (Safar e Ghandehar) (2001),4977,Drama,28171,Drama
Kangaroo Jack (2003),6013,Action|Comedy,10628,Action Comedy
Kansas City (1996),869,Crime|Drama|Musical|Thriller,22479,Crime Drama Musical Thriller
Karate Bullfighter (1975),158874,Action|Drama,13125,Action Drama
"Karate Kid, Part II, The (1986)",2421,Action|Adventure|Drama,8856,Action Adventure Drama
"Karate Kid, Part III, The (1989)",2422,Action|Adventure|Children|Drama,10495,Action Adventure Children Drama
"Karate Kid, The (1984)",2420,Drama,1885,Drama
"Karate Kid, The (2010)",79224,Action|Children|Drama,38575,Action Children Drama
Karlson Returns (1970),172585,Adventure|Animation|Children,72203,Adventure Animation Children
Kaspar Hauser (1993),824,Drama|Mystery,12632,Drama Mystery
Kate & Leopold (2001),4992,Comedy|Romance,11232,Comedy Romance
Kazaam (1996),810,Children|Comedy|Fantasy,11511,Children Comedy Fantasy
Keanu (2016),155820,Comedy,342521,Comedy
Keep the River on Your Right: A Modern Cannibal Tale (2000),4236,Documentary,65075,Documentary
Keeping Up with the Joneses (2016),165103,Comedy,331313,Comedy
